,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
10737,HEALTHCARE INFORMATION AND MANAGEMENT SYSTEMS SOCIETY,T6,CompanySponsored,C2000,CommunityServ,Trust,0,5000,0
10738,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,71214,1
10739,Other,T3,Independent,C2000,Preservation,Trust,1M+,29647,1
10740,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10741,Other,T3,Independent,C2100,Preservation,Trust,0,5000,1
10742,Other,T5,Independent,C3000,ProductDev,Trust,100000-499999,203841,1
10743,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,5000,0
10744,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
10745,Other,Other,Independent,C1000,ProductDev,Trust,100000-499999,1781043,1
10746,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10747,Other,T3,Independent,C1200,Preservation,Association,1-99999,12759,0
10748,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,23271,1
10749,Other,T3,Independent,C1000,Preservation,Trust,1-99999,243985,0
10750,PROJECT MANAGEMENT INSTITUTE,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
10751,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10752,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10753,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10754,Other,T6,Independent,C2000,ProductDev,Trust,1-99999,17084,1
10755,Other,T3,Independent,Other,Preservation,Trust,100000-499999,1306544,0
10756,KLEIN SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10757,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
10758,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10759,KLEIN SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10760,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
10761,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10762,Other,T3,Independent,C1200,Preservation,Trust,1-99999,1257552,1
10763,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10764,ASSOCIATES OF VIETNAM VETERANS OF AMERICA INC,T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10765,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
10766,Other,T4,Independent,C1000,ProductDev,Trust,1M+,3209812,1
10767,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10768,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,123222,0
10769,HUGH OBRIAN YOUTH LEADERSHIP,T3,CompanySponsored,C1000,CommunityServ,Trust,0,5000,0
10770,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10771,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10772,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10773,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10774,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,CommunityServ,Trust,0,5000,0
10775,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10776,EMMAUS CALLING INC,T3,CompanySponsored,C1000,Preservation,Trust,1M+,25974898,1
10777,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
10778,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,28798,0
10779,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10780,Other,T3,Independent,C1000,Preservation,Trust,1-99999,87488,1
10781,SLOW FOOD USA INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10782,SOUTHERN CALIFORNIA OUTRIGGER RACING ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
10783,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10784,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,46327,1
10785,KNIGHTS OF COLUMBUS,Other,Independent,C1000,ProductDev,Association,0,5000,1
10786,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10787,Other,T3,Independent,C1200,Preservation,Trust,1-99999,30422,1
10788,NATIONAL ENGINEERS WEEK FOUNDATION,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10789,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10790,Other,T3,Independent,C2000,Preservation,Association,0,5000,0
10791,Other,T3,Independent,C1200,Preservation,Trust,1-99999,65193,1
10792,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
10793,Other,T3,Independent,C2000,Preservation,Trust,1-99999,51930,0
10794,CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS,T4,Independent,C1000,ProductDev,Trust,0,5000,0
10795,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
10796,DEPT OF GEORGIA LADIES AUXILIARY TO THE VFW OF THE UNITED STATES,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10797,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
10798,LOUISIANA 4-H FOUNDTION,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10799,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10800,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10801,MONTANA 4-H FOUNDATION INC,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
10802,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
10803,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,Other,CompanySponsored,C1000,Preservation,Association,1-99999,5000,1
10804,Other,Other,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
10805,TENNESSEE ORDER OF THE EASTERN STAR,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10806,Other,T3,Independent,C1000,Preservation,Trust,1-99999,53569816,0
10807,MILITARY ORDER OF THE WORLD WARS,T19,CompanySponsored,C1000,Preservation,Association,0,5000,0
10808,DEPARTMENT OF UTAH LADIES AUXILIARY TO THE VETERANS OF FOREIGN WARS OF,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10809,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
10810,Other,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
10811,Other,T3,Independent,C2000,Preservation,Trust,1-99999,1886200,0
10812,TENNESSEE ORDER OF THE EASTERN STAR,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10813,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,0,5000,0
10814,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10815,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,2263012,1
10816,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10817,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,9883,1
10818,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
10819,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10820,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10821,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,108288,1
10822,SIGMA ALPHA OMEGA CHRISTIAN SORORITY INC,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,1
10823,FALLON COUNTY 4-H COUNCIL,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10824,Other,T3,Independent,C1200,Preservation,Trust,1M+,11247742,0
10825,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,Other,Preservation,Association,0,5000,0
10826,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10827,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
10828,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10829,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,272153,1
10830,LAMBDA THETA ALPHA,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10831,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10832,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10833,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10834,SIGMA BETA DELTA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10835,VFW AUXILIARY DEPARTMENT OF MISSISSIPPI,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10836,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10837,VETERANS OF FOREIGN WARS OF THE U S AUXILIARY DEPARTMENT OF LOUISIANA,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10838,Other,T3,Independent,C1000,Preservation,Association,0,5000,1
10839,Other,T3,Independent,C1000,Preservation,Trust,1M+,7214493,0
10840,AMERICAN LEGION,T19,Independent,C1000,Preservation,Association,0,5000,1
10841,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
10842,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10843,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
10844,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,68939,1
10845,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10846,Other,T4,Independent,C3000,ProductDev,Trust,0,5000,1
10847,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10848,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,31728,1
10849,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10850,SPARTAN ATHLETIC CLUB,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
10851,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
10852,Other,T3,Independent,C3000,Preservation,Trust,0,5000,0
10853,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10854,Other,T3,Independent,C2000,Preservation,Trust,1-99999,5000,1
10855,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
10856,Other,T3,Independent,C1000,Preservation,Co-operative,0,5000,0
10857,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10858,ASSOCIATION OF PROFESSIONAL GENEALOGISTS,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
10859,SWEET ADELINES INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
10860,SOCIETY OF WOMEN ENGINEERS,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
10861,COUNTRY DANCE AND SONG SOCIETY INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,75188,1
10862,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
10863,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
10864,AMERICAN NEPHROLOGY NURSES ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,0
10865,Other,T3,Independent,C1000,Preservation,Trust,1-99999,34593,1
10866,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10867,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
10868,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,134481,1
10869,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10870,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10871,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10872,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,7743,0
10873,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10874,SPARTAN ATHLETIC CLUB,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
10875,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
10876,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
10877,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10878,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10879,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10880,TAU KAPPA EPSILON FRATERNITY INC,Other,CompanySponsored,C1000,CommunityServ,Trust,0,5000,0
10881,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10882,Other,T3,Independent,Other,Preservation,Trust,100000-499999,174905,1
10883,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10884,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10885,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10886,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10887,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1-99999,32114,0
10888,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10889,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
10890,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10891,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10892,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10893,VICTORY NEW TESTAMENT FELLOWSHIP INTERNATIONAL,T3,CompanySponsored,Other,Preservation,Trust,0,5000,1
10894,Other,T3,Independent,C2000,Preservation,Trust,1M+,5198075,0
10895,Other,T6,Independent,C1000,ProductDev,Trust,100000-499999,89039,1
10896,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10897,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10898,Other,T3,Independent,C1200,Preservation,Trust,100000-499999,301293,1
10899,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10900,Other,T3,Independent,Other,Preservation,Association,0,5000,1
10901,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10902,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10903,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10904,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10905,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
10906,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10907,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10908,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
10909,AMERICAN CHRISTIAN FICTION WRITERS INC,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
10910,Other,T3,Independent,C1200,Preservation,Trust,1-99999,1108574,0
10911,GENERAL FEDERATION OF WOMENS CLUBS ARIZONA INC,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
10912,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
10913,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10914,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10915,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
10916,INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS FOUNDATI,T6,CompanySponsored,C1000,CommunityServ,Trust,1-99999,5000,1
10917,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10918,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
10919,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
10920,RVING WOMEN,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,1
10921,UNIVERSITY OF WYOMING,T3,CompanySponsored,Other,Preservation,Association,0,5000,0
10922,Other,T3,Independent,Other,Preservation,Trust,1-99999,5000,1
10923,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10924,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10925,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,63102,1
10926,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10927,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10928,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
10929,Other,T3,Independent,C2000,Preservation,Trust,0,28772,1
10930,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10931,MONTANA 4-H FOUNDATION INC,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
10932,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
10933,RECREATION CENTERS OF SUN CITY INC,T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
10934,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
10935,Other,T3,Independent,C1000,Preservation,Association,0,5000,1
10936,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
10937,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10938,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
10939,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
10940,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10941,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10942,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10943,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10944,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10945,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10946,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10947,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10948,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10949,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10950,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10951,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10952,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10953,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10954,AMERICAN AGAPE FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
10955,INTERNATIONAL ORDER OF THE RAINBOW GIRLS,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
10956,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10957,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10958,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10959,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10960,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10961,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10962,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10963,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10964,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10965,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10966,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10967,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10968,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10969,Other,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10970,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10971,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
10972,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10973,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
10974,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,479122,0
10975,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
10976,WOMENS OVERSEAS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
10977,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
10978,Other,T3,Independent,C1000,Preservation,Co-operative,1M+,50185607,0
10979,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,53803854,1
10980,Other,Other,Independent,C1000,ProductDev,Co-operative,0,5000,1
10981,Other,Other,Independent,C1000,ProductDev,Co-operative,0,5000,1
10982,Other,Other,Independent,C1000,ProductDev,Co-operative,100000-499999,13105733,1
10983,Other,T3,Independent,C2100,Preservation,Co-operative,1M+,5451646,1
10984,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,19736,1
10985,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,2542399,1
10986,Other,Other,Independent,C1000,ProductDev,Co-operative,100000-499999,5308500,1
10987,DAUGHTERS OF UNION VETERANS OF THE CIVIL WAR 1861-1865,T3,Family/Parent,C1200,Preservation,Trust,100000-499999,783528,0
10988,Other,T3,Independent,C2000,Preservation,Trust,1-99999,86600,0
10989,Other,T3,Independent,C1000,Preservation,Trust,1-99999,269992,1
10990,Other,T3,Independent,C1000,Preservation,Trust,1M+,1179948,1
10991,Other,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
